id	priority	title	location	message
feat-9cae3829dcf2	P0	Missing device parameter	syncthing-rs/src/model_core.rs:979	The Go interface signature `DismissPendingFolder(device protocol.DeviceID, folder string) error` accepts both a device ID and a folder string, meaning it dismisses a pending folder offer from a specific device. The Rust implementation `DismissPendingFolder(&mut self, folder: &str)` omits the `device` parameter entirely, making it impossible to dismiss per-device pending folder entries and breaking the daemon API surface contract.
feat-9cae3829dcf2	P0	Wrong data structure operated on	syncthing-rs/src/model_core.rs:980	The Rust implementation removes from `self.foldersRunning`, which tracks actively running folders, not pending folder offers. The Go method `DismissPendingFolder` is expected to remove entries from the pending-folders observation store (typically `db.ObservedDevice`/`db.PendingFolder` records keyed by device+folder). Operating on the wrong collection means the method neither dismisses the pending offer nor preserves running folder state, causing both a missing side-effect and a destructive unintended side-effect.
feat-9cae3829dcf2	P1	Missing error return	syncthing-rs/src/model_core.rs:979	The Go interface returns `error`, allowing callers to detect and handle failures (e.g., database errors when removing the pending record). The Rust function returns unit `()`, silently discarding any failure. This breaks callers that rely on error propagation, including the REST API layer which maps this error to HTTP status codes.
feat-9e7583805018	P1	Return type not semantically equivalent	syncthing-rs/src/bep_compat.rs:35	Go ProtoReflect returns protoreflect.Message, a live reflection interface that exposes Descriptor(), Get(), Set(), Range(), NewField(), and other field-level introspection methods used by the protobuf runtime for marshalling, merging, and wire-format negotiation. The Rust port returns serde_json::Value, a static JSON snapshot that cannot support any of these operations. Any future caller (or parity test such as protocol-state-transition) that exercises reflection-based marshalling or descriptor traversal will get structurally incompatible behavior.
feat-9e7583805018	P2	Nil receiver path missing	syncthing-rs/src/bep_compat.rs:35	Go lines 462-469 handle a nil receiver by falling through to mi.MessageOf(x), which returns a valid zero-value protoreflect.Message carrying the message descriptor. This is part of the protobuf API contract and is used by generic code that inspects message types without an instance. The Rust signature takes &self, making this path unreachable; an Option::None would need to be handled at the call site, but no such handling exists.
feat-9e7583805018	P3	Silent null on serialization failure	syncthing-rs/src/bep_compat.rs:13	as_value uses unwrap_or(Value::Null), silently returning JSON null if serde serialization fails. Go's ProtoReflect is infallible—it wraps the existing message pointer in a reflection adapter and never produces an error. A serialization failure in Rust (e.g., from a future field type that does not implement Serialize) would produce Value::Null instead of surfacing the error, masking data loss in crash-recovery or index-sequence-behavior scenarios.
feat-bbb7778cf615	P0	Deleted entries double-counted	syncthing-rs/src/db.rs:1398-1407	Go's summarizeCounts (internal/db/sqlite/folderdb_counts.go:27-39) uses a switch statement where the r.Deleted case is mutually exclusive with file-type cases, so deleted entries only increment c.Deleted without touching Files, Directories, or Bytes. Rust's add_file_to_counts (syncthing-rs/src/db.rs:1398-1407) uses independent if-statements, so a deleted file increments both counts.deleted AND counts.files (or counts.directories), and unconditionally adds file.size to counts.bytes. This produces inflated files/directories/bytes counts whenever deleted entries exist in the global state.
feat-bbb7778cf615	P1	Symlinks misclassified as files	syncthing-rs/src/db.rs:1401-1405	Go's summarizeCounts (internal/db/sqlite/folderdb_counts.go:36-38) has an explicit case for FileInfoTypeSymlink that increments c.Symlinks and adds to c.Bytes. Rust's add_file_to_counts has no symlink branch; the else clause at line 1404 causes symlinks to be counted as files, inflating the files count and losing symlink tracking entirely.
feat-bbb7778cf615	P1	Counts struct missing fields	syncthing-rs/src/db.rs:81-88	Go's Counts struct (internal/db/counts.go:16-25) includes Symlinks int, Sequence int64, DeviceID protocol.DeviceID, and LocalFlags protocol.FlagLocal. Rust's Counts struct omits all four. Go's summarizeCounts sets DeviceID to protocol.LocalDeviceID on every CountGlobal result; any consumer relying on these fields (e.g., the Sequence or DeviceID for display or protocol serialization) will receive default/zero values from Rust, breaking schema compatibility.
feat-63788b4d3010	P1	Receiver type mismatch Index vs IndexUpdate	internal/gen/bep/bep.pb.go:859	The mapping specifies Go symbol `IndexUpdate.GetFiles` but the provided Go source at line 859 defines the method on `*Index`, not `*IndexUpdate`. If the Rust implementation attaches `GetFiles` to an `IndexUpdate` struct rather than an `Index` struct, callers invoking it on the wrong type will silently return unrelated data or fail to compile against correct call sites. Verify which struct the Rust method is implemented on and ensure it matches the intended Go receiver.
feat-63788b4d3010	P2	Clone semantics diverge from shared-slice return	syncthing-rs/src/bep_compat.rs:708-709	The Go method returns the internal `x.Files` slice directly, meaning the caller holds a reference into the receiver's owned data and mutations to elements (e.g., `ret[0].Name = "x"`) propagate back to the struct. The Rust method returns `self.Files.clone()`, producing a fully independent `Vec<FileInfo>`. Any downstream code path that relies on mutating the returned collection and observing the effect through the original struct (or vice versa) will behave differently. This matters for crash-recovery and index-sequence-behavior scenarios where in-place patching of file entries may occur.
feat-63788b4d3010	P2	Pointer-element vs value-element type fidelity	syncthing-rs/src/bep_compat.rs:708	Go returns `[]*FileInfo` (slice of pointers), preserving identity: two slices can share the same `*FileInfo` and observe each other's mutations. Rust returns `Vec<FileInfo>` (owned values), so element identity is lost after the clone. If any protocol-state-transition or index-sequence-behavior test compares element identity or relies on pointer aliasing between the struct's field and the returned slice elements, it will not replicate correctly.
feat-63788b4d3010	P3	Nil-receiver path has no Rust equivalent	internal/gen/bep/bep.pb.go:860-863	Go's nil-receiver guard (lines 860-863) returns a nil slice when the receiver pointer is nil. Rust's `&self` is guaranteed non-null, so this path is structurally absent. While Rust's type system prevents the nil-receiver case in safe code, any FFI or unsafe caller that could produce an analogous null state would trigger undefined behavior instead of the graceful nil-return the Go code provides.
feat-8afbee3d8366	P0	Return type not equivalent	syncthing-rs/src/bep_compat.rs:27	Go Descriptor() returns protoreflect.EnumDescriptor, a rich interface exposing FullName(), Values(), Options(), and other reflection methods used by protobuf runtime and serialization infrastructure; Rust returns &'static str, a plain string with none of those capabilities, so any consumer relying on descriptor introspection (e.g. protobuf JSON marshalling, reflection-based routing, or the required parity tests that exercise protocol-state-transition and index-sequence-behavior) will receive an incompatible type and either fail to compile against the expected trait bounds or silently lose descriptor metadata.
feat-8afbee3d8366	P1	Symbol-kind mismatch in macro	syncthing-rs/src/bep_compat.rs:28	The review target maps IndexUpdate.Descriptor (a message-level descriptor returning protoreflect.MessageDescriptor) but the Go snippet provided is MessageType.Descriptor (an enum-level descriptor returning protoreflect.EnumDescriptor via file_bep_bep_proto_enumTypes[0]); the Rust macro uses a single descriptor($name) path for both, collapsing the distinction between EnumDescriptor and MessageDescriptor into one &'static str, which means the message variant and enum variant are not differentiated on the Rust side even though they carry structurally different protobuf reflection data in Go.
feat-8afbee3d8366	P2	Visibility narrower than Go	syncthing-rs/src/bep_compat.rs:27	Go Descriptor() is an exported public method (uppercase initial) satisfying the protoreflect.Enum interface and callable by any external package; Rust declares the method pub(crate), restricting it to crate-internal use, which will prevent external consumers or integration-test crates (including the required scenario/crash-recovery and scenario/protocol-state-transition parity tests if they live outside the crate) from invoking it.
feat-b341fe748fad	P1	Return type mismatch: EnumType vs string	syncthing-rs/src/bep_compat.rs:149	The Go method returns `protoreflect.EnumType` (a rich reflection interface backed by `&file_bep_bep_proto_enumTypes[0]`), which exposes methods such as `Descriptor()`, `New(EnumNumber)`, and full protobuf enum reflection capabilities. The Rust port returns `&'static str` (a plain string name), collapsing the entire reflection surface to a single scalar. Any downstream code that calls `.Descriptor()` or `.New()` on the returned type—including protocol-state-transition or index-sequence-behavior scenarios that dynamically resolve enum values from wire numbers—will have no equivalent path in the Rust implementation, breaking wire/schema compatibility for round-trip enum resolution.
feat-b341fe748fad	P2	Receiver semantics: value vs reference	internal/gen/bep/bep.pb.go:74	The Go method uses a value receiver `(MessageType)` and ignores the receiver entirely, always returning the static type table entry for index 0. The Rust method takes `&self` and returns `$name`, a macro-injected string literal. While both are effectively static, the Go version is bound to a specific index in `file_bep_bep_proto_enumTypes` which ties it to code-generation order; the Rust version relies on a macro parameter with no equivalent index-based linkage, meaning a code-generation reorder in Go would silently diverge from the Rust mapping with no compile-time detection.
feat-b341fe748fad	P2	Go symbol vs snippet mismatch	internal/gen/bep/bep.pb.go:74	The mapping declares the Go symbol as `FileDownloadProgressUpdateType.Type` but the provided Go snippet shows the method defined on `MessageType` (line 74). If these are distinct generated enum types that share the same code pattern but point to different indices in `file_bep_bep_proto_enumTypes` (index 0 vs another index), the Rust macro expansion must emit the correct per-enum-type identity; a single `$name` string cannot distinguish which protobuf enum type descriptor is being referenced, risking incorrect type identity when multiple enum types coexist.
feat-950476b0768e	P1	Lazy iterator replaced with eager Vec	syncthing-rs/src/db.rs:153	Go returns (iter.Seq[protocol.FileInfo], func() error) at interface.go:39, providing a lazy pull-based iterator that streams FileInfo values one at a time and a separate closure to retrieve any error that occurred during iteration. Rust returns Result<Vec<FileInfo>, String> at db.rs:153, which eagerly materializes the entire result set into memory before returning. This breaks streaming semantics, changes memory profile (directly relevant to the scenario/memory-cap-50mb parity test), and alters error observability: Go callers can consume partial results before discovering a mid-iteration error via the closure, whereas Rust callers receive either all results or an error atomically with no partial-consumption path.
feat-950476b0768e	P1	DeviceID downgraded to plain string	syncthing-rs/src/db.rs:153	Go's AllLocalFiles accepts protocol.DeviceID (a strongly-typed 32-byte binary identifier with its own marshaling, validation, and equality semantics) at interface.go:39. Rust accepts &str at db.rs:153, losing binary type fidelity, compile-time type safety, and any validation that DeviceID construction enforces. Callers can pass arbitrary strings that would be rejected by the Go type system, and wire/schema compatibility with the Syncthing BEP protocol is broken because DeviceID is a fixed-size binary value, not a variable-length UTF-8 string.
feat-950476b0768e	P2	Two-phase error model collapsed to single Result	syncthing-rs/src/db.rs:153	Go's signature at interface.go:39 returns a func() error closure that is called after iteration completes to retrieve deferred errors (e.g., storage I/O errors encountered mid-scan). This allows callers to distinguish between "no results because empty" and "no results because of error" after partial consumption. Rust's Result<Vec<FileInfo>, String> at db.rs:153 collapses this into a single up-front error check, eliminating the ability to handle late-arising errors distinctly from early ones and changing the observable error-handling contract that callers of the Go interface depend on.
feat-b80f6c08d9e9	P1	Error-path collapse loses paused/not-running distinction	syncthing-rs/src/model_core.rs:448-449	Go's checkFolderRunningRLocked (lib/model/model.go:3243-3256) returns three distinct sentinel errors depending on folder state: ErrFolderMissing ("no such folder") when the folder config does not exist, ErrFolderPaused ("folder is paused") when the config exists but is paused, or ErrFolderNotRunning ("folder is not running") when the config exists and is not paused but the runner is absent. The Rust FolderErrors implementation only checks folderRunners.get(folder_id) and returns ErrFolderMissing for any absent key, collapsing all three error cases into one. API consumers that branch on error type (e.g., lib/api/api.go:903 checks errors.Is(err, ErrFolderPaused)) will receive incorrect errors and take wrong code paths.
feat-b80f6c08d9e9	P2	ErrFolderMissing string drift	syncthing-rs/src/model_core.rs:19	Go defines ErrFolderMissing as "no such folder" (lib/model/model.go:195) while Rust defines it as "folder missing" (model_core.rs:19). Any client or test that matches on this error string for API compatibility or error-type discrimination will see a different value, breaking wire-level behavioral equivalence.
feat-b80f6c08d9e9	P1	Returned errors not sorted by path	syncthing-rs/src/folder_core.rs:483-484	Go's folder.Errors() (lib/model/folder.go:1302-1304) sorts the merged error slice by Path using slices.SortFunc with strings.Compare, producing deterministic alphabetical ordering in the REST API response. Rust's folder::Errors() returns self.errorsMut.clone() with no sorting, so the API response order is insertion-order-dependent and will differ from Go's output, breaking scenario/daemon-api-surface parity.
feat-b80f6c08d9e9	P1	Pull errors from tempPullErrors never merged into Errors output	syncthing-rs/src/folder_core.rs:1606	Go's folder.Errors() (lib/model/folder.go:1298-1301) merges both scanErrors and pullErrors into a single returned slice. In Rust, the folder struct has only errorsMut (folder_core.rs:363) with no separate pullErrors field. The sendReceiveFolder struct accumulates pull errors in tempPullErrors (folder_core.rs:1648) during copierRoutine, but these are never transferred into folder.errorsMut. Since folder::Errors() (folder_core.rs:483-484) only returns errorsMut.clone(), pull errors routed through tempPullErrors are silently dropped from the FolderErrors response, causing data loss visible to the REST API and event system.
feat-9a12e967504b	P0	Missing subDirs parameter	syncthing-rs/src/folder_core.rs:549	The Go method accepts `subDirs []string` and uses it to selectively clear only those scan errors whose path matches or is a parent of a requested subdirectory. The Rust method takes no parameters at all, making selective clearing impossible and forcing every call to behave as an unconditional bulk operation, which breaks callers that pass a non-empty subdirectory list.
feat-9a12e967504b	P0	Wrong filtering predicate	syncthing-rs/src/folder_core.rs:550	Go removes entries where `fe.Path == sub 		 fs.IsParent(fe.Path, sub)` — a filesystem-path-based match against the requested subdirectories. Rust instead removes entries where `e.Err.contains("scan")` — a substring match on the error message text. These are entirely unrelated predicates; the Rust version will incorrectly drop errors unrelated to requested paths and retain errors that should be cleared, producing wrong state after every selective clear.
feat-9a12e967504b	P0	errorsMut used as collection instead of mutex	syncthing-rs/src/folder_core.rs:550	In Go, `errorsMut` is a `sync.Mutex` that guards the separate `scanErrors []FileError` slice. In Rust, `errorsMut` is treated as the error collection itself (`.retain()` is called on it). This conflates the lock with the data it protects, meaning either the field was mistyped or a separate `scan_errors` collection is missing entirely, resulting in incorrect data-model structure and lost mutual-exclusion semantics if other code accesses scan errors through a different field.
feat-9a12e967504b	P1	Missing empty-subDirs fast path	syncthing-rs/src/folder_core.rs:549-551	Go has an explicit branch: when `subDirs` is empty, it sets `f.scanErrors = nil`, unconditionally clearing all errors and returning early. The Rust implementation has no equivalent branch. Even if the parameter were added, the current code would iterate and filter rather than bulk-clear, diverging from Go behavior where an empty-subDirs call is the "clear everything" signal used after full scans.
feat-b4f8008a7b4b	P1	Eager Vec replaces lazy iterator	syncthing-rs/src/db.rs:185	Go returns `(iter.Seq[BlockMapEntry], func() error)` — a lazy, streaming iterator that yields entries on demand without materializing all results in memory. Rust returns `Result<Vec<BlockMapEntry>, String>`, which eagerly collects every matching block-map entry into a single allocation before the caller sees any data. This breaks streaming/early-termination semantics and violates the memory-cap-50mb parity scenario: a folder with millions of blocks sharing a hash will OOM in Rust where Go would stream them incrementally.
feat-b4f8008a7b4b	P1	Deferred error callback lost	syncthing-rs/src/db.rs:185	Go's second return value `func() error` is a deferred error reporter: iteration can begin successfully and the error surfaces only after the iterator is drained or abandoned, allowing partial consumption of valid results before an I/O error is detected. Rust's `Result<Vec<BlockMapEntry>, String>` is fail-fast — any storage error prevents returning any entries at all. This changes observable behavior in crash-recovery and WAL-free-durability scenarios where a partial read is valid and expected, and means callers cannot distinguish "zero results, no error" from "error before any results" in the same way the Go API does.
feat-afa225e00658	P1	Vec-to-Set data-structure change drops duplicates	syncthing-rs/src/folder_core.rs:275	Go appends to a slice (`append(b.toRemove, item)`), preserving duplicates; Rust inserts into a set (`self.toRemove.insert(…)`), which silently deduplicates. If `Remove` is called twice with the same path, Go's `toRemove` contains two entries and downstream iteration processes the path twice, whereas Rust's contains one. Any consumer that relies on duplicate presence (e.g., counting removals, or idempotency guards that expect to see every call reflected) will behave differently.
feat-afa225e00658	P2	Insertion-order vs set-order iteration divergence	syncthing-rs/src/folder_core.rs:275	Go's slice guarantees iteration in insertion order. Rust's `HashSet` yields an arbitrary iteration order (or `BTreeSet` yields lexicographic order). If any downstream consumer of `toRemove` is order-sensitive—such as logging, batched database operations, or conflict resolution that depends on first-seen ordering—the port will produce different results under identical inputs.
feat-b6fe9d63330b	P2	Partial-failure leaves inconsistent state	syncthing-rs/src/db.rs:991	In Go, DropFolder atomically removes the folder metadata row first (DELETE FROM folders, db_update.go:27-30), so even if subsequent file removal fails the folder is logically gone from all queries (ListFolders, GetIndexID, etc.). In Rust, drop_all_files iterates devices and deletes files one-by-one via journal appends; if any delete_file call fails (e.g., IO error on journal append), the early return via ? at line 991 leaves index_ids and mtimes intact while file data for previously-iterated devices is already deleted, producing an inconsistent half-dropped folder with no recovery path. A retry of drop_folder would find fewer devices (some already cleaned from the files map) but index_ids/mtimes still reference the folder.
feat-b6fe9d63330b	P2	No crash-recovery cleanup for orphaned metadata	syncthing-rs/src/db.rs:995	Go provides cleanDroppedFolders (db_update.go:52-79) as a startup safety net that removes orphaned folder database files after a crash during DropFolder. Rust has no equivalent: if the process crashes after journal-appended file deletions complete in the drop_all_files loop (line 990-991) but before persist_runtime_metadata executes at line 995, on next startup journal replay will delete the files but the runtime_metadata.json still contains index_ids and mtimes entries for the dropped folder, causing stale index ID lookups (get_index_id would return a valid ID for a folder with no files) while Go would have already removed the metadata row and swept orphaned data on restart.
feat-8f292affac49	P1	device param type mismatch: DeviceID vs &str	syncthing-rs/src/db.rs:203	Go `CountLocal` accepts `device protocol.DeviceID` which is a `[32]byte` fixed-size typed wrapper with built-in validation, canonical string encoding (luhn-checked base32), and binary identity semantics. The Rust `count_local` accepts `device: &str`, a plain UTF-8 string with no compile-time or runtime enforcement of valid device identity format. This permits callers to pass malformed or non-canonical device identifiers that Go would reject at the type boundary, risking silent lookup misses (no matching device rows) or inconsistent key construction in the storage layer, which would cause divergent results between the Go and Rust implementations for the same logical device.
feat-85702cc39ca0	P0	Missing DropFilesNamed database side-effect	syncthing-rs/src/folder_core.rs:295-298	The Go method calls `b.f.db.DropFilesNamed(b.f.folderID, protocol.LocalDeviceID, b.toRemove)` to persist the removal of file entries in the database before clearing the batch. The Rust method performs no database operation at all; it merely clones the pending removals into a return vector and clears the internal list. Even if the caller is expected to issue the DB call, the atomicity guarantee is broken: Go ties the clear to a successful DB write, while Rust separates them unconditionally.
feat-85702cc39ca0	P0	Unconditional clear loses retry-on-error semantics	syncthing-rs/src/folder_core.rs:297	In Go, `b.toRemove` is only reset (`b.toRemove[:0]`) after `DropFilesNamed` succeeds. If the DB call fails, the slice retains its contents so a subsequent flush can retry. The Rust version calls `self.toRemove.clear()` unconditionally with no error path, so if the downstream consumer of the returned `Vec` fails to persist the removals, the data is already lost from the batch and cannot be retried.
feat-85702cc39ca0	P1	Return type mismatch breaks error contract	syncthing-rs/src/folder_core.rs:295	Go returns `error` (nil on success, non-nil on DB failure). Rust returns `Vec<String>`, providing no mechanism to signal failure. Callers in Go can propagate the error upward (e.g., aborting a scan); Rust callers receive a value that is always considered successful, eliminating the error-handling branch that exists in every Go call-site of `flushToRemove`.
feat-85702cc39ca0	P2	Empty-input guard omitted	syncthing-rs/src/folder_core.rs:296	Go explicitly checks `len(b.toRemove) > 0` before performing any work, avoiding unnecessary DB calls on an empty batch. The Rust version always allocates and returns a `Vec` and calls `clear()` regardless. While functionally benign in isolation, this diverges from Go's guard pattern and would cause a spurious DB call if the DB interaction were restored, and it introduces a needless allocation of an empty `Vec` on every no-op flush.
feat-d999b9dade6f	P0	Return type mismatch uint64 vs i64	syncthing-rs/src/bep_compat.rs:277	Go `GetIndexId` returns `uint64`, but the Rust port returns `i64`. Any index ID with the high bit set (value >= 2^63) will be interpreted as a negative number in Rust, silently corrupting the value. This breaks wire/schema compatibility with the protobuf definition (`uint64 index_id = 2`) and will cause comparison mismatches during index-sequence-behavior and protocol-state-transition scenarios. The return type and the underlying `IndexId` field type must both be `u64`.
feat-a5e2b6c05245	P1	Lazy iterator replaced with eager Vec	syncthing-rs/src/model_core.rs:631	Go returns `iter.Seq[db.FileMetadata]`, a lazy pull-based iterator that streams results one at a time without materializing the full result set in memory. The Rust port returns `Vec<db::FileMetadata>`, which eagerly collects every record into a heap-allocated vector before the caller sees any element. For folders with millions of global entries this changes the memory profile from O(1) streaming to O(n) resident, likely violating the `memory-cap-50mb` parity test and altering backpressure semantics for any caller that short-circuits iteration early.
feat-a5e2b6c05245	P0	Error path silently swallowed	syncthing-rs/src/model_core.rs:634-636	Go's signature returns a second value `func() error` that lets the caller discover errors encountered during or after iteration (e.g., database I/O failure, corruption). The Rust implementation chains `.ok()` on the RwLock read (line 634) and `.ok()` on the inner `all_global_files` call (line 635), then falls back to `unwrap_or_default()` (line 636), converting every error—poisoned lock, database failure, missing folder—into an empty `Vec`. Callers cannot distinguish "folder has zero global files" from "database is unreachable," breaking error-reporting contracts required by `scenario/crash-recovery` and `scenario/daemon-api-surface`.
feat-a5e2b6c05245	P1	Missing error-closure return value changes API contract	syncthing-rs/src/model_core.rs:631	Go's `AllGlobalFiles` returns two values `(iter.Seq[db.FileMetadata], func() error)`, where the second is a deferred error reporter typically called after iteration completes. The Rust port returns only `Vec<db::FileMetadata>` with no error channel. Any caller that relied on the error closure to commit, rollback, or log post-iteration status has no equivalent mechanism, breaking the interface contract and any upstream code that pattern-matches on the two-return-value shape.
feat-d005325a54d9	P2	Return-type mismatch: void vs bool	syncthing-rs/src/bep_compat.rs:31	The Go method `ProtoMessage()` is a no-op marker with no return value (signature `func (*Hello) ProtoMessage() {}`), existing solely to satisfy the `proto.Message` interface as a type-level tag. The Rust port changes the signature to `fn ProtoMessage(&self) -> bool` and returns `true`, converting a zero-cost marker into a boolean predicate. Any Rust caller that branches on this return value is exercising a code path with no Go equivalent, and any future interop or trait-based dispatch that expects unit-return semantics will break. The Rust side should return `()` (or use a marker trait) to preserve semantic equivalence.
feat-7a94209b9eae	P2	nil-vs-empty slice divergence	syncthing-rs/src/bep_compat.rs:318	Go returns a nil slice when the receiver's BlockIndexes field is nil (the zero-value for an unset repeated protobuf field), and Go callers can distinguish nil from empty via `slice == nil`. The Rust implementation always returns a concrete empty `Vec<i32>` via `.clone()` on a default-initialized Vec, making it impossible for downstream logic to distinguish "field was never set" (nil) from "field was explicitly set to empty." Any Rust caller ported from Go code that branches on nil-ness (e.g., presence checks, conditional serialization, or the crash-recovery and protocol-state-transition test scenarios that may assert on field-set semantics) will observe different behavior. To preserve parity, the return type should be `Option<Vec<i32>>` with `None` representing Go's nil slice, or the field itself should be `Option<Vec<i32>>`.
feat-c3f747177a78	P0	Flush condition checks wrong quantity	syncthing-rs/src/folder_core.rs:289	Go checks only `len(b.toRemove) >= maxToRemove` (line 620) to decide whether to flush removes, using a dedicated constant threshold applied solely to the remove queue. Rust checks the combined sum `self.updateBatch.len() + self.toRemove.len() >= threshold`, which conflates the two independent batch sizes into a single comparison. This means a large updateBatch with an empty toRemove can trigger a flush in Rust but never would in Go at this check, and conversely a full toRemove queue paired with a small updateBatch may fail to trigger when it should.
feat-c3f747177a78	P0	Two-stage independent flush collapsed into single all-or-nothing flush	syncthing-rs/src/folder_core.rs:289-292	Go performs two independent flush decisions: first it conditionally flushes only the remove queue via `flushToRemove()` (line 621), then unconditionally delegates to `updateBatch.FlushIfFull()` (line 625) which applies its own separate threshold to the update batch. Rust replaces this with a single `self.Flush()` that drains both queues atomically or not at all. This loses the Go behavior where the update batch can be flushed independently even when the remove queue is below threshold, and where removes can be flushed while the update batch is retained.
feat-c3f747177a78	P1	Hardcoded constant replaced with caller-supplied parameter	syncthing-rs/src/folder_core.rs:287	Go uses the package-level constant `maxToRemove` for the remove-queue threshold and `updateBatch.FlushIfFull()` uses its own internal constant. Rust exposes `threshold` as a caller-supplied `usize` parameter, shifting responsibility for providing the correct value to every call site and removing the guarantee that the canonical constant is used consistently.
feat-c3f747177a78	P2	Update batch unconditional flush-check path missing	syncthing-rs/src/folder_core.rs:292	In Go, `b.updateBatch.FlushIfFull()` on line 625 is always called regardless of whether the remove queue was flushed, meaning the update batch is checked and potentially flushed on every invocation. In Rust, when the combined-size condition on line 289 is false, `None` is returned and no flush check of the update batch occurs at all, so a full update batch will never be flushed until the combined total also exceeds the threshold.
feat-c0d3eebdc2a6	P0	Missing initial-scan-finished signaling	syncthing-rs/src/folder_core.rs:1097-1103	The Go implementation checks whether the `initialScanFinished` channel has already been closed via a non-blocking select; if it has not, it logs either the scan error or a success message and then closes the channel, ensuring downstream consumers (e.g., folder-start waiters) are unblocked exactly once. The Rust implementation contains no equivalent flag, atomic, or oneshot-channel close, so the initial-scan-finished event is never signaled, breaking any component that waits on it.
feat-c0d3eebdc2a6	P0	Missing Reschedule call	syncthing-rs/src/folder_core.rs:1097-1103	The Go function unconditionally calls `f.Reschedule()` at line 1029 after scanning, which resets the periodic scan timer. The Rust function has no corresponding reschedule invocation on any code path, so after the first timer firing, periodic scans will not be re-armed.
feat-c0d3eebdc2a6	P0	Missing error return and propagation	syncthing-rs/src/folder_core.rs:1097	The Go function signature returns `error` (line 1015) and propagates the result of `scanSubdirs` to its caller, which uses it for health reporting. The Rust function returns `()`, discarding any scan failure. Callers cannot observe or react to scan errors, breaking crash-recovery and health-check semantics.
feat-c0d3eebdc2a6	P1	Spurious forced-rescan branching not present in Go	syncthing-rs/src/folder_core.rs:1098-1102	The Rust implementation introduces a branch on `forcedRescanPaths.is_empty()` that dispatches to either `Scan` or `handleForcedRescans`. The Go `scanTimerFired` has no such branching; it unconditionally calls `scanSubdirs(ctx, nil)`. Forced-rescan handling in Go is managed elsewhere (e.g., in the folder loop or `SchedulePull`). This changes the method's contract and may cause forced rescans to be consumed at the wrong point in the lifecycle.
feat-c0d3eebdc2a6	P1	Missing context/cancellation parameter	syncthing-rs/src/folder_core.rs:1097	The Go function accepts a `context.Context` (line 1015) and passes it to `scanSubdirs` and the logger, enabling cooperative cancellation during long scans. The Rust function takes only `&mut self`, so there is no mechanism for the caller to cancel an in-progress scan, which is required for clean shutdown and folder-pause semantics tested by scenario/crash-recovery.
feat-c0d3eebdc2a6	P2	Scan invocation argument mismatch	syncthing-rs/src/folder_core.rs:1099	Go passes `nil` to `scanSubdirs` (line 1016), semantically meaning "scan everything with no subdirectory filter." Rust passes `&[]` (an empty slice) to `Scan`. If `Scan` treats an empty slice differently from a None/absent value (e.g., scanning nothing vs. scanning everything), this is a behavioral divergence. Verify that `Scan(&[])` is semantically equivalent to `scanSubdirs(ctx, nil)`.
feat-bd7c4406ffe1	P0	Global winner selection uses sequence heuristic instead of version vectors	syncthing-rs/src/db.rs:1351	Go selects the global file winner via fileRow.Compare (folderdb_update.go:473-510), which compares protocol version vectors (Greater/Lesser/Equal/ConcurrentGreater/ConcurrentLesser) with invalid-status demotion and device-index tiebreakers. Rust's prefer_global (db.rs:1351-1362) uses an entirely different heuristic: highest sequence, then non-deleted wins, then highest modified_ns, then lexicographic path. For multi-device scenarios with concurrent or conflicting version vectors, the two implementations will select different global winners, producing divergent results from all_global_files. This will fail scenario/global-need-decision and scenario/crash-recovery parity tests.
feat-bd7c4406ffe1	P1	Eager Vec materialization instead of lazy streaming iterator	syncthing-rs/src/db.rs:147	Go returns (iter.Seq[FileMetadata], func() error) which lazily streams rows one at a time from SQL with deferred error reporting and early-termination support via yield returning false (interface.go:37, folderdb_global.go:77-88, util.go:26-51). Rust returns Result<Vec<FileMetadata>, String> which eagerly materializes all results into a Vec before returning (db.rs:147, db.rs:693-701). This eliminates streaming/early-break semantics and forces full memory allocation proportional to result set size, which will fail the scenario/memory-cap-50mb parity test for large folders.
feat-bd7c4406ffe1	P1	All-ignored files silently omitted instead of falling back to first entry	syncthing-rs/src/db.rs:1321	Go's recalcGlobalForFile (folderdb_update.go:392-397) always selects a global winner: it uses slices.IndexFunc to find the first non-invalid entry, and if all entries are invalid (globIdx < 0), it falls back to index 0 so the file is always represented in global results. Rust's best_global_candidate (db.rs:1321-1323) unconditionally skips entries where meta.ignored is true and returns None if all candidates are ignored, causing the file to be silently dropped from all_global_files output. This is an observable behavioral difference for files where every device version is marked ignored/invalid.
feat-bd7c4406ffe1	P1	local_flags bit positions in FileMetadata methods do not match Go protocol constants	syncthing-rs/src/db.rs:14	Go's FileMetadata methods use protocol-defined flag values: IsReceiveOnlyChanged checks FlagLocalReceiveOnly=1<<3 (bep_fileinfo.go:30), IsInvalid checks composite LocalInvalidFlags=1	2	4	8	64=79 (bep_fileinfo.go:36,58-59), ShouldConflict checks LocalConflictFlags=1	2	8=11 (bep_fileinfo.go:41). Rust db.rs defines simplified single-bit constants FLAG_LOCAL_RECEIVE_ONLY=1<<0, FLAG_LOCAL_INVALID=1<<1, FLAG_LOCAL_CONFLICT=1<<2 (db.rs:14-16) used in the corresponding methods (db.rs:64-78). If local_flags values flow from BEP wire format or Go-compatible storage, bit 1 in Go means FlagLocalIgnored while in Rust it means FLAG_LOCAL_INVALID, causing is_receive_only_changed(), is_invalid(), and should_conflict() to all return incorrect results on returned FileMetadata.
